일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2023-01-19,-0.4,-6,4.3,2,-7.7
2023-01-20,-3.3,-7.7,2,1.5,-10.5
2023-01-21,-4.5,-10.5,1.5,2.6,-2.8
2023-01-22,-0.6,-2.8,2.6,4.6,-6.9
2023-01-23,-0.8,-6.9,4.6,-6.9,-17
2023-01-24,-14.7,-17,-6.9,-5.4,-17.3
2023-01-25,-11.3,-17.3,-5.4,-3.5,-9
2023-01-26,-6,-9,-3.5,-3.8,-9.6
2023-01-27,-7.3,-9.6,-3.8,-0.6,-11.2
2023-01-28,-6,-11.2,-0.6,4.9,-8
2023-01-29,-1.8,-8,4.9,4.2,-4.4
2023-01-30,-0.9,-4.4,4.2,7.8,-3.5
2023-01-31,2.4,-3.5,7.8,6,-3
2023-02-01,0.9,-3,6,1.4,-5.1
2023-02-02,-2.4,-5.1,1.4,3.4,-3.9
2023-02-03,-1.6,-3.9,3.4,6,-5.2
2023-02-04,-0.2,-5.2,6,7.1,-3.3
2023-02-05,1.7,-3.3,7.1,8.8,-1.7
2023-02-06,3,-1.7,8.8,9.5,-0.6
2023-02-07,3.5,-0.6,9.5,7.8,-1.3
2023-02-08,2.1,-1.3,7.8,9.9,-2.8
2023-02-09,4,-2.8,9.9,6.2,1.1
2023-02-10,3.8,1.1,6.2,8.5,-1.2
2023-02-11,2.8,-1.2,8.5,7.6,-0.9
2023-02-12,3.7,-0.9,7.6,8.4,2.7
2023-02-13,5.9,2.7,8.4,6.6,-2.5
2023-02-14,1.7,-2.5,6.6,8.9,-1.2
2023-02-15,3.2,-1.2,8.9,4.5,-0.7
2023-02-16,2.3,-0.7,4.5,9.8,-1.5
2023-02-17,3.4,-1.5,9.8,8.1,3
2023-02-18,5.7,3,8.1,6.1,0.2
2023-02-19,3.5,0.2,6.1,2.4,-3.5
2023-02-20,-0.5,-3.5,2.4,4.8,-5.3
2023-02-21,-1.3,-5.3,4.8,8.4,-4.5
2023-02-22,1.2,-4.5,8.4,9.2,-1.8
2023-02-23,2.9,-1.8,9.2,8.5,-0.4
2023-02-24,3.5,-0.4,8.5,5.7,-2.9
2023-02-25,0.7,-2.9,5.7,9.4,-3.4
2023-02-26,2.2,-3.4,9.4,12.4,-1.8
2023-02-27,4.4,-1.8,12.4,8.7,-0.7
2023-02-28,4.3,-0.7,8.7,9,2.9
2023-03-01,6,2.9,9,6.6,-1.8
2023-03-02,2.2,-1.8,6.6,10.4,-1.9
2023-03-03,4.6,-1.9,10.4,14.1,3.7
2023-03-04,7.7,3.7,14.1,15.4,2.5
2023-03-05,8,2.5,15.4,16.5,2.2
2023-03-06,9.2,2.2,16.5,19.4,6.3
2023-03-07,11.7,6.3,19.4,17.7,7.4
2023-03-08,12.5,7.4,17.7,13.1,7.4
2023-03-09,10.3,7.4,13.1,22.2,6.2
2023-03-10,13.5,6.2,22.2,22.8,10.2
2023-03-11,15.2,10.2,22.8,12.6,0.6
2023-03-12,5.9,0.6,12.6,7.6,-1.9
2023-03-13,2.9,-1.9,7.6,15.4,3.3
2023-03-14,9.2,3.3,15.4,14.4,3.5
2023-03-15,8.6,3.5,14.4,9,0.4
2023-03-16,4.6,0.4,9,12.7,0.7
2023-03-17,7.2,0.7,12.7,14,2.5
2023-03-18,7.7,2.5,14,15.2,2.3
2023-03-19,8.3,2.3,15.2,17.1,2.6
2023-03-20,9.5,2.6,17.1,22.2,5
2023-03-21,13,5,22.2,25.1,9.2
2023-03-22,17,9.2,25.1,23.3,12.3
2023-03-23,17.4,12.3,23.3,18.3,7.6
2023-03-24,12.5,7.6,18.3,18.7,8
2023-03-25,12.5,8,18.7,14,4.7
2023-03-26,9.4,4.7,14,14.5,1.9
2023-03-27,7.3,1.9,14.5,15.7,2.8
2023-03-28,9.2,2.8,15.7,19.7,5.1
2023-03-29,11.8,5.1,19.7,21.2,6.4
2023-03-30,13.3,6.4,21.2,23.9,7.5
2023-03-31,15,7.5,23.9,25.6,9.4
2023-04-01,17.5,9.4,25.6,25.2,11.9
2023-04-02,18.8,11.9,25.2,25.9,11.3
2023-04-03,19,11.3,25.9,21.7,12.7
2023-04-04,17.6,12.7,21.7,14.9,8.7
2023-04-05,11.9,8.7,14.9,9.7,7.4
2023-04-06,8.8,7.4,9.7,15.7,4.6
2023-04-07,8.9,4.6,15.7,14.9,3.1
2023-04-08,8.8,3.1,14.9,17.8,3.5
2023-04-09,10.8,3.5,17.8,19.1,6.2
2023-04-10,13.2,6.2,19.1,17.4,9.2
2023-04-11,13.1,9.2,17.4,15.3,4.8
2023-04-12,10.1,4.8,15.3,17.2,5.1
2023-04-13,11.9,5.1,17.2,21.3,11.9
2023-04-14,16.2,11.9,21.3,16.6,9.3
2023-04-15,13.5,9.3,16.6,16.1,7.5
2023-04-16,10.8,7.5,16.1,18.1,6.8
2023-04-17,13.1,6.8,18.1,18.4,10.7
2023-04-18,14,10.7,18.4,28.4,11.5
2023-04-19,19.1,11.5,28.4,18.9,14.5
2023-04-20,15.8,14.5,18.9,22.8,11.4
2023-04-21,16.7,11.4,22.8,22.5,12.2
2023-04-22,16.9,12.2,22.5,22.1,10.7
2023-04-23,16.1,10.7,22.1,21.3,11.5
2023-04-24,15.8,11.5,21.3,13.2,9
2023-04-25,10.9,9,13.2,13.5,7.4
2023-04-26,10.2,7.4,13.5,20,5.1
2023-04-27,12.9,5.1,20,21.3,9
2023-04-28,15.7,9,21.3,15.8,9.9
2023-04-29,13.2,9.9,15.8,17.9,7.9
2023-04-30,12.7,7.9,17.9,20.8,9.8
2023-05-01,14.6,9.8,20.8,23.7,9.1
2023-05-02,16.7,9.1,23.7,26.2,12.4
2023-05-03,19.5,12.4,26.2,25.8,15.6
2023-05-04,21.4,15.6,25.8,21.6,15.5
2023-05-05,18.4,15.5,21.6,15.5,11.7
2023-05-06,12.6,11.7,15.5,18.6,11.1
2023-05-07,14.4,11.1,18.6,22,7.9
2023-05-08,15.3,7.9,22,24.4,10
2023-05-09,17,10,24.4,26,10.7
2023-05-10,18.4,10.7,26,26.7,12.8
2023-05-11,19.5,12.8,26.7,24.7,13.1
2023-05-12,18.4,13.1,24.7,23.9,12.6
2023-05-13,17.8,12.6,23.9,23.8,12.9
2023-05-14,18.1,12.9,23.8,27.9,12.8
2023-05-15,20.6,12.8,27.9,31.2,17.2
2023-05-16,24,17.2,31.2,28.7,18.6
2023-05-17,23.5,18.6,28.7,27.6,18.8
2023-05-18,21.2,18.8,27.6,27.8,16.7
2023-05-19,22.3,16.7,27.8,26.7,16.6
2023-05-20,21.2,16.6,26.7,21.9,15.3
2023-05-21,17.8,15.3,21.9,26.8,15.9
2023-05-22,20.3,15.9,26.8,26.9,14.1
2023-05-23,20.5,14.1,26.9,25.9,14.8
2023-05-24,20.6,14.8,25.9,27.4,15.7
2023-05-25,21.2,15.7,27.4,27.3,15.8
2023-05-26,21.4,15.8,27.3,20.7,18.6
2023-05-27,19.3,18.6,20.7,20.2,18.4
2023-05-28,19.2,18.4,20.2,28.5,19
2023-05-29,23.2,19,28.5,28.9,20.5
2023-05-30,24,20.5,28.9,28.2,18.8
2023-05-31,22.8,18.8,28.2,26.3,19.7
2023-06-01,22.8,19.7,26.3,25,17.9
2023-06-02,20.4,17.9,25,27.8,16.6
2023-06-03,22,16.6,27.8,28,16.9
2023-06-04,22.1,16.9,28,26.3,17.6
2023-06-05,21.5,17.6,26.3,25.2,17.3
2023-06-06,20.3,17.3,25.2,25.7,18.9
2023-06-07,21.4,18.9,25.7,23.9,18.3
2023-06-08,20.4,18.3,23.9,28.4,18.3
2023-06-09,23.3,18.3,28.4,28.5,19.6
2023-06-10,23.2,19.6,28.5,27.3,17.9
2023-06-11,22.1,17.9,27.3,27.5,18.4
2023-06-12,22.2,18.4,27.5,26,19.2
2023-06-13,22,19.2,26,25,17.5
2023-06-14,20.6,17.5,25,28.3,17.7
2023-06-15,22.7,17.7,28.3,28.9,19.1
2023-06-16,23.7,19.1,28.9,30.2,18.9
2023-06-17,24.2,18.9,30.2,32.6,20.8
2023-06-18,25.9,20.8,32.6,34,23.3
2023-06-19,28.5,23.3,34,26.4,21.4
2023-06-20,24.7,21.4,26.4,22.1,19.2
2023-06-21,20.5,19.2,22.1,26.4,18.9
2023-06-22,22.5,18.9,26.4,29.9,20
2023-06-23,24.4,20,29.9,31.1,21.9
2023-06-24,26.4,21.9,31.1,33.1,22.8
2023-06-25,28.2,22.8,33.1,27.5,22.3
2023-06-26,24.2,22.3,27.5,29.1,21.4
2023-06-27,25.3,21.4,29.1,30.1,24.2
2023-06-28,26.5,24.2,30.1,25.9,23.2
2023-06-29,24.2,23.2,25.9,29.1,23.2
2023-06-30,25.3,23.2,29.1,32.9,23.3
2023-07-01,27.7,23.3,32.9,30.6,23.5
2023-07-02,26.7,23.5,30.6,34.9,24.1
2023-07-03,29.1,24.1,34.9,29.2,24.5
2023-07-04,26.1,24.5,29.2,27.1,22.1
2023-07-05,24.5,22.1,27.1,31.8,22.4
2023-07-06,27.3,22.4,31.8,31.4,23.3
2023-07-07,26.7,23.3,31.4,29.7,22.4
2023-07-08,25.6,22.4,29.7,27,21.6
2023-07-09,24.7,21.6,27,30.9,22.9
2023-07-10,26.3,22.9,30.9,25.9,21.6
2023-07-11,23.5,21.6,25.9,29.1,22
2023-07-12,25.8,22,29.1,26.5,24.7
2023-07-13,25.2,24.7,26.5,25.1,23.9
2023-07-14,24.6,23.9,25.1,25.7,23.7
2023-07-15,24.5,23.7,25.7,25.4,23.7
2023-07-16,24.6,23.7,25.4,27.8,23.7
2023-07-17,25.5,23.7,27.8,27.7,24.1
2023-07-18,25.2,24.1,27.7,32.4,22.5
2023-07-19,27.2,22.5,32.4,32.8,24
2023-07-20,27.9,24,32.8,34.3,24.6
2023-07-21,29.5,24.6,34.3,32.5,24.6
2023-07-22,27.7,24.6,32.5,25.8,24.5
2023-07-23,25.2,24.5,25.8,30,24.6
2023-07-24,26.9,24.6,30,30.5,25.8
2023-07-25,27.8,25.8,30.5,31.1,24.9
2023-07-26,27.6,24.9,31.1,32.2,24.4
2023-07-27,28.4,24.4,32.2,34.1,25.4
2023-07-28,29.5,25.4,34.1,33.3,26.1
2023-07-29,29.1,26.1,33.3,34.9,24.9
2023-07-30,28.8,24.9,34.9,33.4,25.6
2023-07-31,28.7,25.6,33.4,34.2,25.5
2023-08-01,29.9,25.5,34.2,33.7,26.8
2023-08-02,29.7,26.8,33.7,33.8,25.8
2023-08-03,29.5,25.8,33.8,34.4,26.5
2023-08-04,30,26.5,34.4,34.9,26.4
2023-08-05,30.3,26.4,34.9,33,27
2023-08-06,29.8,27,33,34.6,27.3
2023-08-07,30.4,27.3,34.6,35.8,26.4
2023-08-08,30.9,26.4,35.8,31.6,25.1
2023-08-09,28.3,25.1,31.6,25.1,20.9
2023-08-10,22.2,20.9,25.1,24.9,21.6
2023-08-11,23.5,21.6,24.9,24.1,22.5
2023-08-12,23.3,22.5,24.1,31.1,22.6
2023-08-13,27,22.6,31.1,31.9,24.8
2023-08-14,28.1,24.8,31.9,32.7,24.7
2023-08-15,28.6,24.7,32.7,31.6,24.7
2023-08-16,27.3,24.7,31.6,32.4,24.5
2023-08-17,28.2,24.5,32.4,33.3,25.5
2023-08-18,29.1,25.5,33.3,33.6,26.4
2023-08-19,29.1,26.4,33.6,31.8,25.5
2023-08-20,28.3,25.5,31.8,33.6,26
2023-08-21,29.5,26,33.6,32.2,25.8
2023-08-22,27.6,25.8,32.2,27.2,23.2
2023-08-23,24.8,23.2,27.2,27.8,22.3
2023-08-24,25.1,22.3,27.8,30,24
2023-08-25,26.5,24,30,30.3,23.3
2023-08-26,26.4,23.3,30.3,29.6,22.7
2023-08-27,26.1,22.7,29.6,25.6,20.8
2023-08-28,22.7,20.8,25.6,25.5,22.5
2023-08-29,23.9,22.5,25.5,24.5,21.5
2023-08-30,22.8,21.5,24.5,28.9,21
2023-08-31,23.9,21,28.9,29.6,19.7
2023-09-01,24.5,19.7,29.6,30.8,19.7
2023-09-02,25.4,19.7,30.8,28.8,23.1
2023-09-03,25.8,23.1,28.8,30.2,24.3
2023-09-04,27,24.3,30.2,32.8,25
2023-09-05,28.5,25,32.8,32.1,24
2023-09-06,27.9,24,32.1,31.6,20.9
2023-09-07,26.3,20.9,31.6,30.5,19.6
2023-09-08,25.3,19.6,30.5,31.2,20.8
2023-09-09,25.8,20.8,31.2,29.6,22
2023-09-10,25.7,22,29.6,29.8,23.1
2023-09-11,25.5,23.1,29.8,29.8,21.7
2023-09-12,25.7,21.7,29.8,24.6,19.6
2023-09-13,22.1,19.6,24.6,27.2,19.2
2023-09-14,23.4,19.2,27.2,24.3,20.3
2023-09-15,22.3,20.3,24.3,26.6,22
2023-09-16,23.9,22,26.6,28,22
2023-09-17,24.7,22,28,28.9,22.1
2023-09-18,24.7,22.1,28.9,27.2,21.6
2023-09-19,24.1,21.6,27.2,23.9,18.8
2023-09-20,20.6,18.8,23.9,23.6,17.5
2023-09-21,20.1,17.5,23.6,26.7,15.2
2023-09-22,20.5,15.2,26.7,27.6,16.3
2023-09-23,21.8,16.3,27.6,26.2,17.9
2023-09-24,21.8,17.9,26.2,26,17.9
2023-09-25,21.6,17.9,26,20.8,18.6
2023-09-26,19.9,18.6,20.8,23.7,20
2023-09-27,21.5,20,23.7,27.3,19.6
2023-09-28,22.7,19.6,27.3,26.9,17.4
2023-09-29,21.1,17.4,26.9,22.2,17.1
2023-09-30,19.7,17.1,22.2,23.7,14.4
2023-10-01,18.4,14.4,23.7,24.6,12.9
2023-10-02,18.2,12.9,24.6,22.5,14.4
2023-10-03,17.5,14.4,22.5,23.2,14.2
2023-10-04,17.3,14.2,23.2,19.2,9.9
2023-10-05,14.2,9.9,19.2,21.5,9.6
2023-10-06,15.5,9.6,21.5,21.2,11.7
2023-10-07,16.8,11.7,21.2,19.5,15.2
2023-10-08,17.1,15.2,19.5,22.4,14.1
2023-10-09,17.4,14.1,22.4,23.5,11.9
2023-10-10,17.1,11.9,23.5,24,12.9
2023-10-11,17.6,12.9,24,24.1,12
2023-10-12,17.5,12,24.1,21.5,14.3
2023-10-13,17.5,14.3,21.5,18.2,12.9
2023-10-14,14.7,12.9,18.2,21.2,10.9
2023-10-15,16.1,10.9,21.2,19.6,10.7
2023-10-16,14.7,10.7,19.6,20.9,7.5
2023-10-17,13.8,7.5,20.9,21.6,9.2
2023-10-18,15.7,9.2,21.6,18.9,14.9
2023-10-19,17,14.9,18.9,15.1,7.2
2023-10-20,11.6,7.2,15.1,16.6,5.9
2023-10-21,10.4,5.9,16.6,18.7,5.4
2023-10-22,12.5,5.4,18.7,21.4,11.1
2023-10-23,15.2,11.1,21.4,19.3,11.2
2023-10-24,15.6,11.2,19.3,21.9,12.7
2023-10-25,16.6,12.7,21.9,21.1,14.6
2023-10-26,17.2,14.6,21.1,20.2,12.6
2023-10-27,15.7,12.6,20.2,20.7,9.4
2023-10-28,14.2,9.4,20.7,21.8,9.8
2023-10-29,14.9,9.8,21.8,21.9,9.7
2023-10-30,15.1,9.7,21.9,20.8,12.7
2023-10-31,16.5,12.7,20.8,20.6,17.2
2023-11-01,19,17.2,20.6,25.9,18.7
2023-11-02,20.8,18.7,25.9,22.4,17.7
2023-11-03,19.5,17.7,22.4,20.9,14.1
2023-11-04,17.4,14.1,20.9,20.4,15.1
2023-11-05,17.3,15.1,20.4,19.3,6.6
2023-11-06,13.3,6.6,19.3,9.9,3.6
2023-11-07,5.8,3.6,9.9,16.1,1.8
2023-11-08,8.4,1.8,16.1,18.4,5.9
2023-11-09,11.4,5.9,18.4,9.1,0.5
2023-11-10,3.4,0.5,9.1,6.7,-1.9
2023-11-11,1.7,-1.9,6.7,5.7,-2
2023-11-12,1.2,-2,5.7,6.7,-2.2
2023-11-13,2,-2.2,6.7,10.8,-0.8
2023-11-14,5,-0.8,10.8,12.5,2
2023-11-15,7,2,12.5,7.4,5.7
2023-11-16,6.6,5.7,7.4,5.9,-1.9
2023-11-17,1.6,-1.9,5.9,5.7,-3.8
2023-11-18,0.6,-3.8,5.7,13.4,-0.3
2023-11-19,5.9,-0.3,13.4,12.8,1.8
2023-11-20,6.2,1.8,12.8,14.8,1.4
2023-11-21,7.4,1.4,14.8,15.1,2.9
2023-11-22,9.5,2.9,15.1,14.6,1.9
2023-11-23,9.9,1.9,14.6,2.2,-4.4
2023-11-24,-1.5,-4.4,2.2,4,-5.9
2023-11-25,-1.3,-5.9,4,7.2,-0.1
2023-11-26,4,-0.1,7.2,9.3,4.4
2023-11-27,6.2,4.4,9.3,5.2,-1.2
2023-11-28,1.3,-1.2,5.2,3,-4
2023-11-29,-1.4,-4,3,-0.5,-7.3
2023-11-30,-4.3,-7.3,-0.5,0.7,-6.8
2023-12-01,-3.2,-6.8,0.7,8,-4.4
2023-12-02,2,-4.4,8,6,-2.8
2023-12-03,0.8,-2.8,6,9.4,-3
2023-12-04,2.7,-3,9.4,12.6,3.8
2023-12-05,6.8,3.8,12.6,8.7,3.9
2023-12-06,6.1,3.9,8.7,11.4,0.8
2023-12-07,6.6,0.8,11.4,16.8,5.1
2023-12-08,11.2,5.1,16.8,16.2,11.7
2023-12-09,13.7,11.7,16.2,15.5,6.7
2023-12-10,11.4,6.7,15.5,12.3,5
2023-12-11,8.9,5,12.3,9.3,3.5
2023-12-12,5.4,3.5,9.3,10.3,2.6
2023-12-13,6.8,2.6,10.3,9.1,6.2
2023-12-14,7.6,6.2,9.1,6.2,3.7
2023-12-15,4.9,3.7,6.2,3.8,-9.9
2023-12-16,-4.1,-9.9,3.8,-6.4,-12.4
2023-12-17,-9.8,-12.4,-6.4,-3.6,-12.2
2023-12-18,-7.7,-12.2,-3.6,0.2,-8.2
2023-12-19,-3.7,-8.2,0.2,-2.1,-11.9
2023-12-20,-7.4,-11.9,-2.1,-8,-14.4
2023-12-21,-11.7,-14.4,-8,-8,-14.7
2023-12-22,-11.6,-14.7,-8,-0.9,-12.7
2023-12-23,-6.8,-12.7,-0.9,3,-5.6
2023-12-24,-2.2,-5.6,3,2.1,-2.7
2023-12-25,-0.7,-2.7,2.1,7.2,-2.6
2023-12-26,1.9,-2.6,7.2,6.8,-2.8
2023-12-27,1.5,-2.8,6.8,4.4,-1.7
2023-12-28,1.2,-1.7,4.4,4.6,-1.5
2023-12-29,1.3,-1.5,4.6,2.1,-0.9
2023-12-30,0.6,-0.9,2.1,4.3,0.6
2023-12-31,2.1,0.6,4.3,7.3,-0.3
2024-01-01,3.3,-0.3,7.3,4.3,2.2
2024-01-02,2.9,2.2,4.3,4,-1.1
2024-01-03,1.8,-1.1,4,4.7,-3.3
2024-01-04,1.4,-3.3,4.7,9.1,1.4
2024-01-05,5,1.4,9.1,5.2,-2.7
2024-01-06,0.7,-2.7,5.2,-0.9,-8.3
2024-01-07,-4.4,-8.3,-0.9,,
